len,age,period,species
83,2,post,PKS
83,2,post,PKS
80,2,post,PKS
85,2,post,PKS
82,2,post,PKS
85,2,post,PKS
88,2,post,PKS
89,2,post,PKS
84,2,post,PKS
87,2,post,PKS
87,2,post,PKS
81,2,post,PKS
80,2,post,PKS
81,2,post,PKS
81,2,post,PKS
86,2,post,PKS
81,2,post,PKS
86,2,post,PKS
88,2,post,PKS
88,2,post,PKS
83,2,post,PKS
87,2,post,PKS
88,2,post,PKS
86,2,post,PKS
84,2,post,PKS
85,2,post,PKS
82,2,post,PKS
85,2,post,PKS
86,2,post,PKS
88,2,post,PKS
84,2,post,PKS
83,2,post,PKS
85,2,post,PKS
89,2,post,PKS
85,2,post,PKS
81,2,post,PKS
85,2,post,PKS
80,2,post,PKS
80,2,post,PKS
83,2,post,PKS
84,2,post,PKS
82,2,post,PKS
82,2,post,PKS
88,2,post,PKS
86,2,post,PKS
86,2,post,PKS
81,2,post,PKS
89,2,post,PKS
83,2,post,PKS
80,2,post,PKS
86,2,post,PKS
82,2,post,PKS
87,2,post,PKS
83,2,post,PKS
84,2,post,PKS
80,2,post,PKS
87,2,post,PKS
87,2,post,PKS
86,2,post,PKS
87,2,post,PKS
82,2,post,PKS
84,2,post,PKS
87,2,post,PKS
83,2,post,PKS
80,2,post,PKS
83,2,post,PKS
82,2,post,PKS
81,2,post,PKS
82,2,post,PKS
84,2,post,PKS
88,3,post,PKS
82,3,post,PKS
85,3,post,PKS
83,3,post,PKS
88,3,post,PKS
82,3,post,PKS
89,3,post,PKS
83,3,post,PKS
81,3,post,PKS
86,3,post,PKS
80,3,post,PKS
88,3,post,PKS
80,3,post,PKS
87,3,post,PKS
87,3,post,PKS
83,3,post,PKS
83,3,post,PKS
83,3,post,PKS
83,3,post,PKS
93,3,post,PKS
93,3,post,PKS
94,3,post,PKS
90,3,post,PKS
97,3,post,PKS
90,3,post,PKS
97,3,post,PKS
99,3,post,PKS
95,3,post,PKS
96,3,post,PKS
93,3,post,PKS
96,3,post,PKS
94,3,post,PKS
91,3,post,PKS
91,3,post,PKS
96,3,post,PKS
92,3,post,PKS
91,3,post,PKS
93,3,post,PKS
99,3,post,PKS
92,3,post,PKS
95,3,post,PKS
94,3,post,PKS
98,3,post,PKS
90,3,post,PKS
94,3,post,PKS
98,3,post,PKS
94,3,post,PKS
95,3,post,PKS
95,3,post,PKS
91,3,post,PKS
97,3,post,PKS
92,3,post,PKS
96,3,post,PKS
97,3,post,PKS
92,3,post,PKS
95,3,post,PKS
92,3,post,PKS
95,3,post,PKS
91,3,post,PKS
96,3,post,PKS
94,3,post,PKS
91,3,post,PKS
92,3,post,PKS
90,3,post,PKS
98,3,post,PKS
93,3,post,PKS
96,3,post,PKS
99,3,post,PKS
94,3,post,PKS
96,3,post,PKS
99,3,post,PKS
90,3,post,PKS
97,3,post,PKS
93,3,post,PKS
93,3,post,PKS
92,3,post,PKS
98,3,post,PKS
91,3,post,PKS
92,3,post,PKS
97,3,post,PKS
95,3,post,PKS
96,3,post,PKS
96,3,post,PKS
99,3,post,PKS
94,3,post,PKS
94,3,post,PKS
95,3,post,PKS
94,3,post,PKS
93,3,post,PKS
91,3,post,PKS
99,3,post,PKS
90,3,post,PKS
95,3,post,PKS
97,3,post,PKS
95,3,post,PKS
90,3,post,PKS
95,3,post,PKS
97,3,post,PKS
98,3,post,PKS
92,3,post,PKS
91,3,post,PKS
92,3,post,PKS
94,3,post,PKS
91,3,post,PKS
90,3,post,PKS
99,3,post,PKS
96,3,post,PKS
94,3,post,PKS
92,3,post,PKS
91,3,post,PKS
96,3,post,PKS
96,4,post,PKS
95,4,post,PKS
95,4,post,PKS
90,4,post,PKS
95,4,post,PKS
98,4,post,PKS
92,4,post,PKS
96,4,post,PKS
90,4,post,PKS
93,4,post,PKS
94,4,post,PKS
98,4,post,PKS
96,4,post,PKS
93,4,post,PKS
91,4,post,PKS
95,4,post,PKS
90,4,post,PKS
101,4,post,PKS
106,4,post,PKS
103,4,post,PKS
102,4,post,PKS
103,4,post,PKS
104,4,post,PKS
103,4,post,PKS
106,4,post,PKS
101,4,post,PKS
103,4,post,PKS
101,4,post,PKS
102,4,post,PKS
105,4,post,PKS
101,4,post,PKS
104,4,post,PKS
101,4,post,PKS
108,5,post,PKS
106,5,post,PKS
100,,post,PKS
105,,post,PKS
100,,post,PKS
106,,post,PKS
103,,post,PKS
105,,post,PKS
103,,post,PKS
106,,post,PKS
106,,post,PKS
105,,post,PKS
104,,post,PKS
102,,post,PKS
100,,post,PKS
101,,post,PKS
100,,post,PKS
105,,post,PKS
107,,post,PKS
100,,post,PKS
102,,post,PKS
102,,post,PKS
104,,post,PKS
108,,post,PKS
100,,post,PKS
101,,post,PKS
107,,post,PKS
107,,post,PKS
102,,post,PKS
107,,post,PKS
106,,post,PKS
100,,post,PKS
103,,post,PKS
105,,post,PKS
107,,post,PKS
101,,post,PKS
109,,post,PKS
105,,post,PKS
109,,post,PKS
104,,post,PKS
104,,post,PKS
106,,post,PKS
109,,post,PKS
108,,post,PKS
103,,post,PKS
106,,post,PKS
104,,post,PKS
101,,post,PKS
107,,post,PKS
100,,post,PKS
105,,post,PKS
107,,post,PKS
100,,post,PKS
105,,post,PKS
102,,post,PKS
101,,post,PKS
105,,post,PKS
105,,post,PKS
107,,post,PKS
106,,post,PKS
109,,post,PKS
107,,post,PKS
103,,post,PKS
108,,post,PKS
106,,post,PKS
109,,post,PKS
108,,post,PKS
101,,post,PKS
100,,post,PKS
103,,post,PKS
106,,post,PKS
100,,post,PKS
109,,post,PKS
102,,post,PKS
100,,post,PKS
108,,post,PKS
108,,post,PKS
118,,post,PKS
119,,post,PKS
110,,post,PKS
110,,post,PKS
113,,post,PKS
118,,post,PKS
114,,post,PKS
118,,post,PKS
118,,post,PKS
114,,post,PKS
113,,post,PKS
111,,post,PKS
117,,post,PKS
119,,post,PKS
115,,post,PKS
115,,post,PKS
116,,post,PKS
110,,post,PKS
113,,post,PKS
118,,post,PKS
111,,post,PKS
112,,post,PKS
115,,post,PKS
111,,post,PKS
115,,post,PKS
118,,post,PKS
115,,post,PKS
114,,post,PKS
113,,post,PKS
119,,post,PKS
112,,post,PKS
115,,post,PKS
113,,post,PKS
118,,post,PKS
110,,post,PKS
111,,post,PKS
114,,post,PKS
112,,post,PKS
112,,post,PKS
115,,post,PKS
112,,post,PKS
116,,post,PKS
119,,post,PKS
110,,post,PKS
112,,post,PKS
110,,post,PKS
111,,post,PKS
111,,post,PKS
113,,post,PKS
119,,post,PKS
116,,post,PKS
110,,post,PKS
112,,post,PKS
117,,post,PKS
114,,post,PKS
114,,post,PKS
110,,post,PKS
112,,post,PKS
116,,post,PKS
112,,post,PKS
116,,post,PKS
115,,post,PKS
116,,post,PKS
111,,post,PKS
117,,post,PKS
110,,post,PKS
118,,post,PKS
119,,post,PKS
113,,post,PKS
112,,post,PKS
113,,post,PKS
116,,post,PKS
110,,post,PKS
117,,post,PKS
112,,post,PKS
113,,post,PKS
117,,post,PKS
121,,post,PKS
124,,post,PKS
124,,post,PKS
124,,post,PKS
128,,post,PKS
125,,post,PKS
124,,post,PKS
121,,post,PKS
124,,post,PKS
126,,post,PKS
125,,post,PKS
124,,post,PKS
120,,post,PKS
128,,post,PKS
124,,post,PKS
129,,post,PKS
124,,post,PKS
123,,post,PKS
120,,post,PKS
123,,post,PKS
125,,post,PKS
125,,post,PKS
128,,post,PKS
124,,post,PKS
126,,post,PKS
124,,post,PKS
120,,post,PKS
129,,post,PKS
125,,post,PKS
125,,post,PKS
123,,post,PKS
125,,post,PKS
122,,post,PKS
123,,post,PKS
126,,post,PKS
121,,post,PKS
128,,post,PKS
129,,post,PKS
128,,post,PKS
122,,post,PKS
124,,post,PKS
124,,post,PKS
127,,post,PKS
127,,post,PKS
126,,post,PKS
123,,post,PKS
122,,post,PKS
127,,post,PKS
125,,post,PKS
128,,post,PKS
121,,post,PKS
121,,post,PKS
121,,post,PKS
124,,post,PKS
122,,post,PKS
124,,post,PKS
123,,post,PKS
128,,post,PKS
127,,post,PKS
129,,post,PKS
128,,post,PKS
124,,post,PKS
122,,post,PKS
120,,post,PKS
126,,post,PKS
124,,post,PKS
121,,post,PKS
126,,post,PKS
124,,post,PKS
124,,post,PKS
125,,post,PKS
129,,post,PKS
121,,post,PKS
129,,post,PKS
121,,post,PKS
123,,post,PKS
122,,post,PKS
135,,post,PKS
135,,post,PKS
138,,post,PKS
132,,post,PKS
135,,post,PKS
136,,post,PKS
139,,post,PKS
138,,post,PKS
139,,post,PKS
139,,post,PKS
136,,post,PKS
137,,post,PKS
139,,post,PKS
131,,post,PKS
138,,post,PKS
134,,post,PKS
132,,post,PKS
138,,post,PKS
130,,post,PKS
137,,post,PKS
139,,post,PKS
139,,post,PKS
136,,post,PKS
135,,post,PKS
135,,post,PKS
132,,post,PKS
135,,post,PKS
137,,post,PKS
132,,post,PKS
138,,post,PKS
134,,post,PKS
136,,post,PKS
134,,post,PKS
139,,post,PKS
134,,post,PKS
130,,post,PKS
134,,post,PKS
130,,post,PKS
136,,post,PKS
131,,post,PKS
136,,post,PKS
135,,post,PKS
135,,post,PKS
139,,post,PKS
133,,post,PKS
132,,post,PKS
136,,post,PKS
136,,post,PKS
135,,post,PKS
130,,post,PKS
139,,post,PKS
133,,post,PKS
132,,post,PKS
135,,post,PKS
137,,post,PKS
135,,post,PKS
139,,post,PKS
131,,post,PKS
145,,post,PKS
145,,post,PKS
149,,post,PKS
149,,post,PKS
145,,post,PKS
146,,post,PKS
146,,post,PKS
142,,post,PKS
140,,post,PKS
145,,post,PKS
143,,post,PKS
144,,post,PKS
145,,post,PKS
149,,post,PKS
144,,post,PKS
147,,post,PKS
141,,post,PKS
141,,post,PKS
143,,post,PKS
141,,post,PKS
140,,post,PKS
141,,post,PKS
147,,post,PKS
149,,post,PKS
149,,post,PKS
142,,post,PKS
144,,post,PKS
145,,post,PKS
144,,post,PKS
148,,post,PKS
148,,post,PKS
147,,post,PKS
141,,post,PKS
141,,post,PKS
144,,post,PKS
144,,post,PKS
142,,post,PKS
146,,post,PKS
143,,post,PKS
159,,post,PKS
150,,post,PKS
157,,post,PKS
152,,post,PKS
154,,post,PKS
157,,post,PKS
153,,post,PKS
155,,post,PKS
159,,post,PKS
154,,post,PKS
156,,post,PKS
150,,post,PKS
159,,post,PKS
155,,post,PKS
159,,post,PKS
158,,post,PKS
152,,post,PKS
152,,post,PKS
156,,post,PKS
152,,post,PKS
151,,post,PKS
154,,post,PKS
153,,post,PKS
150,,post,PKS
153,,post,PKS
154,,post,PKS
158,,post,PKS
155,,post,PKS
158,,post,PKS
159,,post,PKS
155,,post,PKS
150,,post,PKS
157,,post,PKS
156,,post,PKS
161,,post,PKS
168,,post,PKS
160,,post,PKS
169,,post,PKS
168,,post,PKS
162,,post,PKS
169,,post,PKS
169,,post,PKS
171,,post,PKS
174,,post,PKS
177,,post,PKS
177,,post,PKS
176,,post,PKS
75,1,pre,YEP
71,1,pre,YEP
92,2,pre,YEP
96,2,pre,YEP
100,2,pre,YEP
103,2,pre,YEP
106,2,pre,YEP
100,2,pre,YEP
103,2,pre,YEP
108,2,pre,YEP
107,2,pre,YEP
119,2,pre,YEP
114,2,pre,YEP
112,2,pre,YEP
114,2,pre,YEP
111,2,pre,YEP
113,2,pre,YEP
112,2,pre,YEP
112,2,pre,YEP
110,2,pre,YEP
114,2,pre,YEP
124,2,pre,YEP
122,2,pre,YEP
125,2,pre,YEP
126,2,pre,YEP
127,2,pre,YEP
129,2,pre,YEP
122,2,pre,YEP
128,2,pre,YEP
133,2,pre,YEP
134,2,pre,YEP
137,2,pre,YEP
134,2,pre,YEP
135,2,pre,YEP
134,2,pre,YEP
134,2,pre,YEP
135,2,pre,YEP
131,2,pre,YEP
137,2,pre,YEP
143,2,pre,YEP
147,2,pre,YEP
145,2,pre,YEP
144,2,pre,YEP
148,2,pre,YEP
145,2,pre,YEP
158,2,pre,YEP
157,2,pre,YEP
156,2,pre,YEP
151,2,pre,YEP
157,3,pre,YEP
168,3,pre,YEP
160,3,pre,YEP
175,3,pre,YEP
197,3,pre,YEP
208,3,pre,YEP
209,3,pre,YEP
207,3,pre,YEP
202,4,pre,YEP
203,4,pre,YEP
217,4,pre,YEP
215,4,pre,YEP
227,4,pre,YEP
222,4,pre,YEP
223,4,pre,YEP
225,4,pre,YEP
236,4,pre,YEP
238,4,pre,YEP
234,4,pre,YEP
236,4,pre,YEP
230,4,pre,YEP
238,4,pre,YEP
230,4,pre,YEP
244,4,pre,YEP
246,4,pre,YEP
240,4,pre,YEP
241,4,pre,YEP
242,4,pre,YEP
242,4,pre,YEP
248,4,pre,YEP
246,4,pre,YEP
247,5,pre,YEP
247,5,pre,YEP
257,5,pre,YEP
250,5,pre,YEP
253,5,pre,YEP
251,5,pre,YEP
259,5,pre,YEP
259,5,pre,YEP
267,5,pre,YEP
268,5,pre,YEP
268,5,pre,YEP
262,5,pre,YEP
264,5,pre,YEP
261,5,pre,YEP
264,5,pre,YEP
260,5,pre,YEP
269,5,pre,YEP
264,5,pre,YEP
260,5,pre,YEP
269,5,pre,YEP
269,5,pre,YEP
261,5,pre,YEP
265,5,pre,YEP
262,5,pre,YEP
275,5,pre,YEP
270,5,pre,YEP
279,5,pre,YEP
276,5,pre,YEP
271,5,pre,YEP
276,5,pre,YEP
279,5,pre,YEP
271,5,pre,YEP
279,5,pre,YEP
270,6,pre,YEP
275,6,pre,YEP
277,6,pre,YEP
272,6,pre,YEP
279,6,pre,YEP
278,6,pre,YEP
280,6,pre,YEP
282,6,pre,YEP
284,6,pre,YEP
283,6,pre,YEP
289,6,pre,YEP
286,6,pre,YEP
284,6,pre,YEP
280,6,pre,YEP
281,6,pre,YEP
283,6,pre,YEP
286,6,pre,YEP
281,6,pre,YEP
281,6,pre,YEP
281,6,pre,YEP
283,6,pre,YEP
284,6,pre,YEP
281,6,pre,YEP
281,6,pre,YEP
285,6,pre,YEP
289,6,pre,YEP
281,6,pre,YEP
286,6,pre,YEP
287,6,pre,YEP
286,6,pre,YEP
296,6,pre,YEP
298,6,pre,YEP
291,6,pre,YEP
299,6,pre,YEP
295,6,pre,YEP
290,6,pre,YEP
290,6,pre,YEP
293,6,pre,YEP
297,6,pre,YEP
294,6,pre,YEP
295,6,pre,YEP
292,6,pre,YEP
296,6,pre,YEP
298,6,pre,YEP
298,6,pre,YEP
292,6,pre,YEP
299,6,pre,YEP
293,7,pre,YEP
290,7,pre,YEP
290,7,pre,YEP
292,7,pre,YEP
290,7,pre,YEP
296,7,pre,YEP
293,7,pre,YEP
301,7,pre,YEP
308,7,pre,YEP
305,7,pre,YEP
308,7,pre,YEP
302,7,pre,YEP
306,7,pre,YEP
303,7,pre,YEP
301,7,pre,YEP
303,7,pre,YEP
304,7,pre,YEP
307,7,pre,YEP
315,7,pre,YEP
319,7,pre,YEP
315,7,pre,YEP
310,7,pre,YEP
311,7,pre,YEP
312,7,pre,YEP
316,7,pre,YEP
312,7,pre,YEP
310,7,pre,YEP
312,7,pre,YEP
313,7,pre,YEP
323,7,pre,YEP
324,7,pre,YEP
326,7,pre,YEP
328,7,pre,YEP
326,7,pre,YEP
321,7,pre,YEP
329,7,pre,YEP
327,7,pre,YEP
321,8,pre,YEP
322,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,8,pre,YEP
,9,pre,YEP
,9,pre,YEP
,10,pre,YEP
,10,pre,YEP
89,1,post,YEP
88,1,post,YEP
107,2,post,YEP
107,2,post,YEP
106,2,post,YEP
107,2,post,YEP
109,2,post,YEP
108,2,post,YEP
109,2,post,YEP
108,2,post,YEP
116,2,post,YEP
118,2,post,YEP
119,2,post,YEP
110,2,post,YEP
111,2,post,YEP
115,2,post,YEP
116,3,post,YEP
116,4,post,YEP
124,4,post,YEP
120,5,post,YEP
121,5,post,YEP
121,5,post,YEP
128,,post,YEP
126,,post,YEP
121,,post,YEP
120,,post,YEP
125,,post,YEP
122,,post,YEP
121,,post,YEP
126,,post,YEP
120,,post,YEP
126,,post,YEP
127,,post,YEP
123,,post,YEP
120,,post,YEP
132,,post,YEP
134,,post,YEP
133,,post,YEP
134,,post,YEP
138,,post,YEP
134,,post,YEP
136,,post,YEP
134,,post,YEP
137,,post,YEP
134,,post,YEP
139,,post,YEP
134,,post,YEP
132,,post,YEP
135,,post,YEP
132,,post,YEP
147,,post,YEP
140,,post,YEP
149,,post,YEP
149,,post,YEP
145,,post,YEP
143,,post,YEP
146,,post,YEP
148,,post,YEP
155,,post,YEP
153,,post,YEP
150,,post,YEP
158,,post,YEP
158,,post,YEP
151,,post,YEP
152,,post,YEP
152,,post,YEP
154,,post,YEP
156,,post,YEP
159,,post,YEP
159,,post,YEP
154,,post,YEP
162,,post,YEP
166,,post,YEP
164,,post,YEP
167,,post,YEP
161,,post,YEP
160,,post,YEP
160,,post,YEP
172,,post,YEP
173,,post,YEP
179,,post,YEP
186,,post,YEP
180,,post,YEP
185,,post,YEP
185,,post,YEP
185,,post,YEP
195,,post,YEP
196,,post,YEP
194,,post,YEP
206,,post,YEP
200,,post,YEP
216,,post,YEP
225,,post,YEP
229,,post,YEP
241,,post,YEP
244,,post,YEP
255,,post,YEP
261,,post,YEP
288,,post,YEP
306,,post,YEP
195,,pre,NOP
233,,pre,NOP
248,,pre,NOP
255,,pre,NOP
254,,pre,NOP
285,,pre,NOP
297,,pre,NOP
305,,pre,NOP
317,,pre,NOP
322,,pre,NOP
305,,pre,NOP
329,,pre,NOP
325,,pre,NOP
333,,pre,NOP
361,,pre,NOP
368,,pre,NOP
371,,pre,NOP
390,,pre,NOP
376,,pre,NOP
398,,pre,NOP
390,,pre,NOP
383,,pre,NOP
396,,pre,NOP
385,,pre,NOP
421,,pre,NOP
424,,pre,NOP
402,,pre,NOP
412,,pre,NOP
424,,pre,NOP
421,,pre,NOP
412,,pre,NOP
423,,pre,NOP
418,,pre,NOP
413,,pre,NOP
428,,pre,NOP
445,,pre,NOP
440,,pre,NOP
426,,pre,NOP
448,,pre,NOP
439,,pre,NOP
431,,pre,NOP
439,,pre,NOP
429,,pre,NOP
425,,pre,NOP
443,,pre,NOP
428,,pre,NOP
439,,pre,NOP
425,,pre,NOP
444,,pre,NOP
445,,pre,NOP
429,,pre,NOP
455,,pre,NOP
455,,pre,NOP
458,,pre,NOP
459,,pre,NOP
461,,pre,NOP
464,,pre,NOP
470,,pre,NOP
469,,pre,NOP
471,,pre,NOP
452,,pre,NOP
470,,pre,NOP
466,,pre,NOP
465,,pre,NOP
466,,pre,NOP
469,,pre,NOP
467,,pre,NOP
464,,pre,NOP
471,,pre,NOP
460,,pre,NOP
462,,pre,NOP
464,,pre,NOP
463,,pre,NOP
459,,pre,NOP
468,,pre,NOP
485,,pre,NOP
494,,pre,NOP
482,,pre,NOP
497,,pre,NOP
490,,pre,NOP
497,,pre,NOP
489,,pre,NOP
482,,pre,NOP
488,,pre,NOP
484,,pre,NOP
491,,pre,NOP
498,,pre,NOP
493,,pre,NOP
487,,pre,NOP
485,,pre,NOP
476,,pre,NOP
476,,pre,NOP
486,,pre,NOP
488,,pre,NOP
496,,pre,NOP
491,,pre,NOP
484,,pre,NOP
520,,pre,NOP
514,,pre,NOP
513,,pre,NOP
523,,pre,NOP
512,,pre,NOP
508,,pre,NOP
519,,pre,NOP
519,,pre,NOP
520,,pre,NOP
519,,pre,NOP
501,,pre,NOP
501,,pre,NOP
518,,pre,NOP
514,,pre,NOP
507,,pre,NOP
516,,pre,NOP
508,,pre,NOP
516,,pre,NOP
523,,pre,NOP
513,,pre,NOP
519,,pre,NOP
523,,pre,NOP
516,,pre,NOP
515,,pre,NOP
528,,pre,NOP
526,,pre,NOP
536,,pre,NOP
533,,pre,NOP
534,,pre,NOP
546,,pre,NOP
542,,pre,NOP
531,,pre,NOP
535,,pre,NOP
537,,pre,NOP
542,,pre,NOP
549,,pre,NOP
532,,pre,NOP
539,,pre,NOP
548,,pre,NOP
539,,pre,NOP
544,,pre,NOP
544,,pre,NOP
533,,pre,NOP
544,,pre,NOP
528,,pre,NOP
546,,pre,NOP
544,,pre,NOP
538,,pre,NOP
568,,pre,NOP
553,,pre,NOP
559,,pre,NOP
555,,pre,NOP
571,,pre,NOP
558,,pre,NOP
554,,pre,NOP
594,,pre,NOP
607,,pre,NOP
605,,pre,NOP
689,,pre,NOP
691,,pre,NOP
768,,pre,NOP
804,,pre,NOP
813,,pre,NOP
831,,pre,NOP
829,,pre,NOP
199,,post,NOP
273,,post,NOP
265,,post,NOP
274,,post,NOP
274,,post,NOP
260,,post,NOP
250,,post,NOP
298,,post,NOP
288,,post,NOP
297,,post,NOP
287,,post,NOP
294,,post,NOP
297,,post,NOP
286,,post,NOP
293,,post,NOP
277,,post,NOP
319,,post,NOP
319,,post,NOP
318,,post,NOP
309,,post,NOP
303,,post,NOP
308,,post,NOP
310,,post,NOP
324,,post,NOP
313,,post,NOP
314,,post,NOP
322,,post,NOP
345,,post,NOP
345,,post,NOP
338,,post,NOP
337,,post,NOP
332,,post,NOP
328,,post,NOP
338,,post,NOP
345,,post,NOP
363,,post,NOP
352,,post,NOP
362,,post,NOP
368,,post,NOP
351,,post,NOP
368,,post,NOP
356,,post,NOP
363,,post,NOP
357,,post,NOP
350,,post,NOP
358,,post,NOP
373,,post,NOP
377,,post,NOP
391,,post,NOP
376,,post,NOP
383,,post,NOP
375,,post,NOP
393,,post,NOP
381,,post,NOP
380,,post,NOP
376,,post,NOP
388,,post,NOP
379,,post,NOP
385,,post,NOP
389,,post,NOP
375,,post,NOP
420,,post,NOP
420,,post,NOP
417,,post,NOP
424,,post,NOP
408,,post,NOP
407,,post,NOP
424,,post,NOP
400,,post,NOP
416,,post,NOP
402,,post,NOP
401,,post,NOP
408,,post,NOP
405,,post,NOP
419,,post,NOP
401,,post,NOP
402,,post,NOP
422,,post,NOP
404,,post,NOP
423,,post,NOP
401,,post,NOP
402,,post,NOP
402,,post,NOP
402,,post,NOP
410,,post,NOP
401,,post,NOP
440,,post,NOP
425,,post,NOP
441,,post,NOP
447,,post,NOP
425,,post,NOP
429,,post,NOP
430,,post,NOP
432,,post,NOP
439,,post,NOP
439,,post,NOP
442,,post,NOP
433,,post,NOP
428,,post,NOP
427,,post,NOP
447,,post,NOP
427,,post,NOP
449,,post,NOP
437,,post,NOP
432,,post,NOP
433,,post,NOP
433,,post,NOP
436,,post,NOP
428,,post,NOP
449,,post,NOP
433,,post,NOP
441,,post,NOP
432,,post,NOP
425,,post,NOP
442,,post,NOP
458,,post,NOP
469,,post,NOP
452,,post,NOP
465,,post,NOP
466,,post,NOP
461,,post,NOP
462,,post,NOP
459,,post,NOP
471,,post,NOP
467,,post,NOP
457,,post,NOP
457,,post,NOP
470,,post,NOP
457,,post,NOP
474,,post,NOP
468,,post,NOP
453,,post,NOP
471,,post,NOP
473,,post,NOP
473,,post,NOP
478,,post,NOP
479,,post,NOP
483,,post,NOP
477,,post,NOP
494,,post,NOP
482,,post,NOP
479,,post,NOP
482,,post,NOP
497,,post,NOP
481,,post,NOP
475,,post,NOP
495,,post,NOP
496,,post,NOP
494,,post,NOP
478,,post,NOP
480,,post,NOP
497,,post,NOP
483,,post,NOP
490,,post,NOP
486,,post,NOP
489,,post,NOP
482,,post,NOP
484,,post,NOP
513,,post,NOP
522,,post,NOP
503,,post,NOP
501,,post,NOP
522,,post,NOP
519,,post,NOP
519,,post,NOP
507,,post,NOP
523,,post,NOP
520,,post,NOP
521,,post,NOP
519,,post,NOP
509,,post,NOP
503,,post,NOP
517,,post,NOP
512,,post,NOP
549,,post,NOP
548,,post,NOP
535,,post,NOP
527,,post,NOP
543,,post,NOP
534,,post,NOP
557,,post,NOP
567,,post,NOP
555,,post,NOP
562,,post,NOP
597,,post,NOP
587,,post,NOP
589,,post,NOP
575,,post,NOP
596,,post,NOP
591,,post,NOP
610,,post,NOP
622,,post,NOP
616,,post,NOP
607,,post,NOP
619,,post,NOP
610,,post,NOP
641,,post,NOP
660,,post,NOP
